archivo,A,a,b,N,r2,i_ab
PF00005_rangos.dat,1.100885,0.609533,0.164280,29,0.960754
PF00006_rangos.dat,2.500970,1.018258,0.069303,176,0.985772
PF00009_rangos.dat,2.352527,1.050059,-0.024161,101,0.941769
PF00012_rangos.dat,1.735445,0.867153,0.126774,62,0.950622
PF00013_rangos.dat,1.362197,0.803797,0.609343,83,0.937396
PF00017_rangos.dat,1.036499,0.518027,0.024391,30,0.949040
PF00023_rangos.dat,1.173376,0.773264,0.595146,41,0.908916
PF00025_rangos.dat,1.166811,0.674481,-0.123452,19,0.897484
PF00026_rangos.dat,1.015481,0.729414,0.048048,11,0.911842
PF00027_rangos.dat,1.792499,0.896184,-0.061327,48,0.961845
PF00035_rangos.dat,1.092559,0.590194,0.182319,32,0.961336
PF00036_rangos.dat,1.412521,0.863006,0.417530,41,0.931511
PF00042_rangos.dat,0.549301,0.276502,0.245406,18,0.873896
PF00043_rangos.dat,0.725308,0.889246,-0.520175,3,1.000000
PF00069_rangos.dat,1.455241,0.799813,-0.017493,32,0.913854
PF00070_rangos.dat,1.065853,0.551813,0.124795,37,0.923932
PF00071_rangos.dat,1.461808,0.732049,-0.041811,41,0.969933
PF00072_rangos.dat,1.379001,0.858798,-0.102274,19,0.885432
PF00076_rangos.dat,0.969463,0.508697,0.160914,33,0.938602
PF00078_rangos.dat,1.701533,0.854339,-0.002051,51,0.953189
PF00083_rangos.dat,1.365265,0.921278,-0.116065,15,0.948220
PF00085_rangos.dat,0.784749,0.340359,-0.091144,23,0.856593
PF00096_rangos.dat,0.779278,0.482087,0.573992,29,0.951190
PF00097_rangos.dat,0.431973,0.434982,0.565018,2,1.000000
PF00106_rangos.dat,0.962081,0.508257,0.077773,28,0.902360
PF00107_rangos.dat,1.418408,0.763203,-0.118933,28,0.961169
PF00108_rangos.dat,1.338600,0.683500,-0.085118,33,0.941741
PF00109_rangos.dat,1.274467,0.682001,0.197330,48,0.925314
PF00115_rangos.dat,0.926368,0.693620,0.325009,12,0.873671
PF00122_rangos.dat,1.363620,0.669811,0.095456,57,0.940359
PF00125_rangos.dat,1.438853,0.743893,-0.086486,34,0.933071
PF00132_rangos.dat,0.839268,0.470318,0.366213,33,0.933883
PF00134_rangos.dat,1.199006,0.772841,-0.055545,16,0.879750
PF00137_rangos.dat,1.193164,0.801577,0.179270,16,0.956666
PF00149_rangos.dat,2.356040,0.972658,-0.090980,121,0.978601
PF00150_rangos.dat,1.530951,0.935954,-0.018683,23,0.959945
PF00153_rangos.dat,1.373997,0.743397,0.229405,49,0.932653
PF00160_rangos.dat,1.448524,0.747523,0.035845,43,0.939999
PF00168_rangos.dat,1.604429,0.798934,0.321963,83,0.962102
PF00169_rangos.dat,1.297498,0.706760,0.264671,53,0.923962
PF00170_rangos.dat,0.657773,0.492856,-0.280344,5,0.891389
PF00171_rangos.dat,2.259288,0.988086,-0.039108,101,0.968441
PF00172_rangos.dat,0.642011,0.307941,0.040731,17,0.816732
PF00173_rangos.dat,1.394942,0.780369,-0.011580,29,0.941430
PF00176_rangos.dat,1.255705,0.675932,-0.036883,27,0.960308
PF00179_rangos.dat,0.943236,0.522872,0.159543,25,0.929582
PF00201_rangos.dat,1.304327,0.724968,-0.165238,22,0.947660
PF00202_rangos.dat,0.811840,0.566303,0.078539,10,0.830890
PF00205_rangos.dat,1.663882,0.802072,0.018725,59,0.965035
PF00226_rangos.dat,1.684845,0.931186,0.298144,51,0.959863
PF00237_rangos.dat,1.520941,0.844684,0.668200,104,0.968863
PF00240_rangos.dat,1.273173,0.708856,0.127784,32,0.963127
PF00249_rangos.dat,1.184633,0.652094,0.282605,41,0.961877
PF00258_rangos.dat,1.566749,0.915526,-0.135001,24,0.908799
PF00268_rangos.dat,2.422783,1.036110,-0.129954,98,0.977372
PF00270_rangos.dat,1.927434,0.877524,-0.002711,82,0.950803
PF00271_rangos.dat,2.306143,1.022855,0.066002,115,0.973479
PF00289_rangos.dat,0.762120,0.535792,0.253242,11,0.836793
PF00291_rangos.dat,2.262287,1.024175,-0.038126,87,0.979717
PF00294_rangos.dat,1.881471,0.909762,-0.165159,48,0.960331
PF00300_rangos.dat,2.266471,0.990649,0.149974,143,0.970212
PF00310_rangos.dat,1.666039,0.847483,-0.016772,46,0.947577
PF00318_rangos.dat,2.127748,1.018993,0.363655,138,0.964733
PF00320_rangos.dat,0.594541,0.300364,0.385699,25,0.932558
PF00324_rangos.dat,1.038702,0.649349,-0.178952,13,0.879126
PF00327_rangos.dat,1.910752,1.082362,0.518888,75,0.937753
PF00349_rangos.dat,2.249387,0.940603,0.093403,161,0.975548
PF00350_rangos.dat,1.259868,0.678946,0.248554,49,0.943615
PF00364_rangos.dat,0.977745,0.526022,0.085906,27,0.913480
PF00368_rangos.dat,2.530341,1.002746,-0.048491,167,0.977482
PF00370_rangos.dat,0.701328,0.441758,0.014503,9,0.921504
PF00382_rangos.dat,0.657773,0.492856,-0.280344,5,0.891389
PF00385_rangos.dat,1.370756,0.730066,0.170561,49,0.916523
PF00397_rangos.dat,0.949810,0.602652,0.607916,51,0.919345
PF00399_rangos.dat,0.405567,0.131484,0.366837,13,0.927238
PF00400_rangos.dat,0.806388,0.610094,0.820966,53,0.880663
PF00408_rangos.dat,1.028328,0.571122,0.137549,30,0.869503
PF00428_rangos.dat,0.866015,0.418862,0.167806,44,0.922409
PF00432_rangos.dat,1.280371,0.694525,-0.152667,14,0.962252
PF00439_rangos.dat,1.077757,0.606940,0.286768,43,0.899409
PF00443_rangos.dat,2.045116,0.928719,-0.038581,81,0.967153
PF00444_rangos.dat,1.134209,0.655250,0.355303,48,0.896957
PF00454_rangos.dat,1.309234,0.804546,0.010143,21,0.930000
PF00459_rangos.dat,1.157124,0.590053,0.115479,43,0.926438
PF00478_rangos.dat,2.740125,1.214094,0.306993,202,0.969376
PF00481_rangos.dat,1.541348,0.804905,-0.099034,35,0.909206
PF00501_rangos.dat,2.564458,1.039902,-0.109699,135,0.974942
PF00505_rangos.dat,0.750384,0.427270,0.271503,21,0.921028
PF00510_rangos.dat,0.301030,-0.000000,0.000000,3,-Inf
PF00514_rangos.dat,0.972470,0.556700,0.383525,35,0.956882
PF00515_rangos.dat,1.140968,0.702873,0.406813,36,0.900317
PF00533_rangos.dat,1.268364,0.698784,0.090145,32,0.958124
PF00534_rangos.dat,1.161965,0.688391,-0.067882,19,0.929658
PF00561_rangos.dat,1.070628,0.685082,0.101832,17,0.903307
PF00566_rangos.dat,0.904003,0.514796,0.214361,25,0.928860
PF00571_rangos.dat,1.441387,0.840748,0.590735,73,0.946558
PF00578_rangos.dat,1.503716,0.769307,0.046065,48,0.901950
PF00581_rangos.dat,1.481691,0.744122,0.115271,56,0.960176
PF00583_rangos.dat,1.996473,0.906397,-0.083809,73,0.943822
PF00587_rangos.dat,0.522434,0.287749,0.093141,7,0.857468
PF00610_rangos.dat,1.310857,0.660074,-0.089222,33,0.958331
PF00614_rangos.dat,0.519954,0.330559,-0.026522,5,0.771191
PF00615_rangos.dat,1.611083,0.941236,-0.126995,24,0.915841
PF00620_rangos.dat,1.640628,0.897804,-0.014984,36,0.926235
PF00624_rangos.dat,1.065308,0.661407,0.589448,32,0.955291
PF00628_rangos.dat,0.878830,0.569068,0.001325,12,0.893668
PF00632_rangos.dat,2.126726,0.980053,-0.106337,68,0.963512
PF00635_rangos.dat,0.960118,0.508658,0.235494,39,0.932431
PF00637_rangos.dat,1.026210,0.612828,0.194645,23,0.931195
PF00638_rangos.dat,0.811327,0.443884,0.179667,19,0.914020
PF00642_rangos.dat,0.861435,0.491440,0.040496,16,0.924073
PF00646_rangos.dat,1.763685,0.890547,0.196277,71,0.967090
PF00664_rangos.dat,0.863536,0.498971,0.112812,19,0.855244
PF00665_rangos.dat,1.615776,0.841811,0.023883,44,0.933087
PF00674_rangos.dat,0.932681,0.545966,0.031252,17,0.944520
PF00682_rangos.dat,0.734943,0.425098,0.001304,12,0.904543
PF00684_rangos.dat,0.795812,0.636731,0.999114,89,0.920598
PF00687_rangos.dat,2.233133,1.119934,0.509573,125,0.961931
PF00690_rangos.dat,1.373749,0.741005,0.170096,45,0.925757
PF00702_rangos.dat,2.278383,1.004069,-0.019319,100,0.972810
PF00710_rangos.dat,1.909720,0.917525,0.011732,68,0.954368
PF00735_rangos.dat,1.282780,0.714969,-0.011782,27,0.934184
PF00743_rangos.dat,1.004528,0.629493,-0.138331,13,0.900643
PF00753_rangos.dat,1.866945,0.923732,-0.029812,56,0.928417
PF00763_rangos.dat,2.304953,1.052742,0.338111,176,0.969748
PF00787_rangos.dat,1.198750,0.614684,0.157755,44,0.964434
PF00788_rangos.dat,1.280068,0.674501,-0.036447,30,0.955297
PF00806_rangos.dat,0.776444,-0.005670,0.228063,2,1.000000
PF00808_rangos.dat,1.094478,0.691136,-0.192668,13,0.920611
PF00854_rangos.dat,1.040817,0.729262,0.008984,12,0.892130
PF00875_rangos.dat,1.702165,0.859578,0.028407,54,0.915472
PF00899_rangos.dat,1.640887,0.823428,-0.064864,43,0.950128
PF00903_rangos.dat,1.245768,0.677409,0.031667,31,0.921110
PF00916_rangos.dat,0.690106,0.634716,-0.365284,4,0.947464
PF00917_rangos.dat,1.253013,0.644889,-0.100539,29,0.937576
PF00928_rangos.dat,1.274736,0.678508,0.224197,48,0.952803
PF00955_rangos.dat,1.667820,0.823331,-0.008938,53,0.927028
PF00956_rangos.dat,1.468672,0.700939,0.409288,111,0.981217
PF00961_rangos.dat,0.910886,0.842544,-0.479251,5,0.891389
PF00962_rangos.dat,0.591565,0.273813,0.179796,19,0.914686
PF00970_rangos.dat,1.306664,0.756900,-0.012064,24,0.961592
PF00995_rangos.dat,2.619551,1.107531,0.314321,268,0.978241
PF01018_rangos.dat,2.000794,1.097212,0.589903,110,0.922520
PF01021_rangos.dat,0.301030,-0.000000,0.000000,3,-Inf
PF01040_rangos.dat,2.440747,0.941097,-0.033808,191,0.984701
PF01053_rangos.dat,1.133121,0.722876,-0.021153,16,0.929159
PF01061_rangos.dat,0.851882,0.534086,0.105333,14,0.908513
PF01068_rangos.dat,1.247124,0.668204,0.053261,34,0.920421
PF01074_rangos.dat,1.252327,0.767117,-0.068424,19,0.829342
PF01086_rangos.dat,2.190274,1.115096,0.121833,69,0.958755
PF01088_rangos.dat,2.375419,1.001043,0.090554,160,0.975899
PF01096_rangos.dat,0.973120,0.574132,0.312585,32,0.899882
PF01118_rangos.dat,1.744026,0.838554,-0.055737,54,0.978370
PF01138_rangos.dat,1.754280,0.881678,0.176006,72,0.950951
PF01142_rangos.dat,1.831108,0.942518,0.280911,82,0.944760
PF01156_rangos.dat,2.715046,1.010873,0.051229,289,0.983665
PF01163_rangos.dat,1.086934,0.573314,0.112195,24,0.969180
PF01168_rangos.dat,2.463974,1.043087,-0.175537,96,0.973276
PF01172_rangos.dat,1.690104,0.849685,0.275191,71,0.978537
PF01174_rangos.dat,0.725308,0.889246,-0.520175,3,1.000000
PF01202_rangos.dat,1.646776,0.827870,0.059895,56,0.915876
PF01205_rangos.dat,2.281846,0.957785,0.101055,169,0.979878
PF01217_rangos.dat,0.287982,-0.043346,0.043346,2,NaN
PF01226_rangos.dat,2.190185,1.081921,-0.177438,50,0.963815
PF01239_rangos.dat,1.144543,0.759434,0.432243,27,0.908300
PF01253_rangos.dat,1.635641,0.921973,0.475810,76,0.907959
PF01263_rangos.dat,1.774532,0.859581,0.020584,63,0.949178
PF01274_rangos.dat,1.037658,0.593930,-0.117593,17,0.941262
PF01284_rangos.dat,0.819864,0.550548,-0.247093,8,0.922622
PF01336_rangos.dat,1.939138,0.944844,0.279040,105,0.959241
PF01344_rangos.dat,1.037547,0.616701,0.287722,24,0.946249
PF01348_rangos.dat,0.052843,-0.520175,0.889246,3,1.000000
PF01381_rangos.dat,1.295140,0.666859,0.133759,44,0.965048
PF01417_rangos.dat,1.436906,0.739338,-0.005127,40,0.937503
PF01422_rangos.dat,0.707640,0.594403,-0.022633,5,0.931288
PF01423_rangos.dat,1.066633,0.540329,0.168197,45,0.946580
PF01426_rangos.dat,1.336423,0.739885,-0.013705,29,0.917255
PF01434_rangos.dat,0.938420,0.514540,0.069245,23,0.921554
PF01465_rangos.dat,1.287468,0.719189,0.012613,28,0.929491
PF01479_rangos.dat,0.455720,0.223434,0.467757,37,0.934318
PF01485_rangos.dat,1.454699,0.763381,-0.027441,36,0.953029
PF01488_rangos.dat,0.948438,0.587027,0.006272,15,0.877428
PF01502_rangos.dat,1.840098,0.920906,0.291717,94,0.954841
PF01529_rangos.dat,0.955229,0.566966,0.022394,17,0.923612
PF01535_rangos.dat,0.659107,0.150499,0.649022,14,0.929404
PF01544_rangos.dat,1.630150,0.839200,-0.108813,38,0.918444
PF01569_rangos.dat,0.760541,0.407564,-0.018055,14,0.789648
PF01575_rangos.dat,0.948254,0.501708,-0.056576,20,0.937183
PF01585_rangos.dat,0.884671,0.461149,0.049723,23,0.939367
PF01595_rangos.dat,1.750611,1.032224,-0.116959,26,0.923272
PF01612_rangos.dat,0.751081,0.507087,-0.073562,8,0.900801
PF01633_rangos.dat,1.608257,0.856094,-0.016921,39,0.916264
PF01644_rangos.dat,2.081650,1.068935,-0.174515,42,0.942711
PF01687_rangos.dat,2.346696,1.006849,0.218954,200,0.972000
PF01693_rangos.dat,0.893017,0.514918,0.448508,51,0.928233
PF01699_rangos.dat,0.301030,-0.000000,0.000000,3,-Inf
PF01722_rangos.dat,1.784981,0.877123,0.249312,85,0.969734
PF01729_rangos.dat,0.909074,0.561035,-0.014296,13,0.906998
PF01746_rangos.dat,0.600017,0.294987,0.185219,11,0.914536
PF01764_rangos.dat,1.146754,0.741746,0.046441,17,0.898495
PF01779_rangos.dat,0.752970,0.374216,0.273658,31,0.959305
PF01781_rangos.dat,1.004839,0.645255,0.484263,35,0.895623
PF01794_rangos.dat,1.202124,1.500481,-0.589213,4,0.999329
PF01851_rangos.dat,0.622318,0.067296,0.254632,2,1.000000
PF01853_rangos.dat,1.868494,0.890631,0.089967,81,0.939309
PF01873_rangos.dat,1.534497,0.784998,0.286699,78,0.948415
PF01883_rangos.dat,1.283028,0.790031,-0.057074,19,0.931240
PF01910_rangos.dat,1.716041,0.875552,0.049865,50,0.950551
PF01966_rangos.dat,1.635628,0.797385,0.008419,56,0.943130
PF01968_rangos.dat,1.323072,0.846766,-0.105950,17,0.891970
PF01975_rangos.dat,2.480544,1.027731,0.175229,185,0.967101
PF02020_rangos.dat,1.947118,1.031929,0.270652,70,0.949285
PF02037_rangos.dat,1.019514,0.595048,0.419989,28,0.958493
PF02046_rangos.dat,0.986849,0.509822,0.141083,38,0.890550
PF02133_rangos.dat,0.301030,-0.000000,0.000000,4,-Inf
PF02137_rangos.dat,1.766557,0.837046,0.207338,98,0.963766
PF02146_rangos.dat,1.113419,0.762548,-0.087107,12,0.965685
PF02201_rangos.dat,1.572873,0.926474,0.484049,69,0.895787
PF02257_rangos.dat,1.424235,0.679552,-0.000491,52,0.952923
PF02260_rangos.dat,1.228689,0.643947,0.236924,54,0.939672
PF02358_rangos.dat,1.423815,0.777080,-0.148488,26,0.955567
PF02386_rangos.dat,0.850156,0.487291,-0.116265,13,0.931619
PF02463_rangos.dat,1.847131,0.873594,0.036838,70,0.964896
PF02518_rangos.dat,1.926806,0.948864,0.384722,124,0.965954
PF02535_rangos.dat,0.705811,0.368021,0.217905,26,0.886948
PF02544_rangos.dat,0.301030,-0.000000,0.000000,1,NaN
PF02574_rangos.dat,2.391918,0.929634,0.121721,260,0.982344
PF02582_rangos.dat,2.197969,0.922331,0.008249,129,0.978018
PF02585_rangos.dat,1.602637,0.872443,-0.064489,33,0.940743
PF02586_rangos.dat,2.152992,1.006062,0.338717,143,0.975209
PF02666_rangos.dat,1.802104,0.863263,0.068857,74,0.937031
PF02668_rangos.dat,2.222782,0.961391,-0.075780,98,0.972156
PF02733_rangos.dat,2.370853,0.991041,0.109988,173,0.979581
PF02749_rangos.dat,1.162904,0.571764,0.068907,44,0.936489
PF02765_rangos.dat,1.433899,0.797968,0.037408,31,0.972687
PF02775_rangos.dat,2.201051,1.036187,-0.133922,63,0.968224
PF02776_rangos.dat,1.507310,0.826804,-0.102089,29,0.957055
PF02777_rangos.dat,2.176362,0.970534,0.088757,120,0.968518
PF02780_rangos.dat,1.331879,0.772809,0.130056,31,0.920485
PF02782_rangos.dat,0.879878,0.572312,0.132687,14,0.877724
PF02784_rangos.dat,0.690816,0.470706,-0.089815,7,0.904760
PF02786_rangos.dat,0.592631,0.291651,0.056092,12,0.810900
PF02791_rangos.dat,1.040159,0.903747,-0.089005,7,0.909516
PF02799_rangos.dat,2.140439,0.979070,0.041069,96,0.944522
PF02845_rangos.dat,1.535957,0.862519,-0.213931,24,0.956381
PF02854_rangos.dat,1.372017,0.775157,0.012059,28,0.955228
PF02862_rangos.dat,1.968508,0.939387,0.174756,105,0.915658
PF02889_rangos.dat,2.025462,0.945807,-0.039976,71,0.968833
PF02891_rangos.dat,0.950666,0.628527,-0.228410,10,0.930664
PF02893_rangos.dat,0.516270,0.242403,0.130032,12,0.835734
PF02906_rangos.dat,2.077866,0.915097,-0.028711,93,0.972663
PF02910_rangos.dat,1.890362,1.073802,0.594081,104,0.904432
PF02933_rangos.dat,1.071319,0.540142,0.158031,43,0.947147
PF02935_rangos.dat,0.816679,0.383371,0.129487,40,0.905701
PF02936_rangos.dat,1.190896,0.602215,0.227309,59,0.947005
PF02940_rangos.dat,1.076865,0.528638,0.094003,40,0.956970
PF02969_rangos.dat,0.301030,-0.000000,0.000000,4,-Inf
PF02985_rangos.dat,0.815527,0.518503,0.342673,18,0.924196
PF02996_rangos.dat,0.517098,0.265267,0.236536,11,0.835699
PF03009_rangos.dat,1.277320,0.708148,0.034210,30,0.917881
PF03062_rangos.dat,0.413526,0.208013,0.311741,5,0.860119
PF03070_rangos.dat,0.984260,0.665660,-0.227715,10,0.871240
PF03104_rangos.dat,1.250189,0.652663,0.031579,35,0.946881
PF03127_rangos.dat,1.657066,0.860664,-0.012929,43,0.950788
PF03129_rangos.dat,1.264146,0.636608,0.109042,49,0.938504
PF03130_rangos.dat,0.690594,0.314445,0.433067,16,0.958318
PF03143_rangos.dat,1.058745,0.522451,0.173032,43,0.964788
PF03144_rangos.dat,1.228622,0.659129,0.363731,58,0.953060
PF03153_rangos.dat,1.270526,0.683488,0.388366,80,0.923393
PF03161_rangos.dat,0.903893,0.599373,0.230924,15,0.913626
PF03178_rangos.dat,2.018034,0.982576,-0.091559,56,0.957318
PF03198_rangos.dat,0.715136,0.446531,0.134252,11,0.908885
PF03311_rangos.dat,0.811708,0.647891,-0.257479,6,0.948369
PF03358_rangos.dat,2.038400,0.927361,-0.122385,68,0.962290
PF03372_rangos.dat,2.259364,0.978493,0.123339,143,0.979457
PF03381_rangos.dat,2.293182,0.984887,0.158084,178,0.954575
PF03441_rangos.dat,2.666866,1.052280,-0.116925,154,0.980003
PF03452_rangos.dat,2.176845,0.996737,0.022131,89,0.972730
